u,g,r,i,z,redshift,subclass
15.175392597329417,17.796294530245074,19.589049696784425,14.579023938925934,17.64193445053246,0.11498947838243655,STARFORMING
20.931297537843108,16.88418450024618,19.089682924836517,16.368209981869484,18.426555836022608,0.021622838717481007,STARFORMING
17.54844739902693,15.529766398550825,17.208194852711134,15.269166569624494,14.409978294617819,0.18467661450786407,STARFORMING
18.13505640937585,16.62815103810246,18.722013409539546,17.62296163792059,14.297885592482578,0.031073647751830552,STARFORMING
15.150503627573087,13.801210475611377,16.12958270024676,12.717168415545562,13.327359256340959,0.049927304301457004,STARFORMING
16.911234550949636,21.554172996106608,17.530874988750032,16.00047670139648,12.131029303380995,0.03538743845929072,STARFORMING
18.22184517941973,14.530976003155208,18.955440590604148,12.503394396261363,16.75035811521449,0.10326092561648542,STARFORMING
15.698012845155395,14.936067432305641,16.490997363588626,15.188352938347284,17.74715278779427,0.010665417566009347,STARFORMING
18.751396036691343,16.1194815912272,15.489625656971432,16.480666845112957,12.213161828321429,0.065027807837573,STARFORMING
16.79872262016239,19.576151449704756,12.590756083645768,14.570994866351562,13.834323243150797,0.04071487474563948,STARBURST
17.416612500413446,17.02901799852531,15.833732948557012,16.102253208173913,13.100267398579664,0.2155355134392688,STARBURST
16.796586775541208,14.527728407939076,17.646846369124624,13.080535330334133,13.159521850270046,0.007624635764357035,STARBURST
21.704556369017876,19.50867672151468,17.89126685513526,11.672620043607234,16.371816510859723,0.1770164713065457,STARBURST
17.97300555052413,18.462001253570964,17.00873013143682,16.114059244975607,11.376076909267756,0.01835388692541042,STARFORMING
15.884578142088198,18.076869914432905,14.917401810075521,18.488020468151465,14.932939381872613,0.009274888863573048,STARFORMING
19.645089824206377,18.431468482341682,12.046356862104819,13.007910119660217,15.456476214611731,0.0226051347512608,STARFORMING
15.558312700057956,21.788723801164902,15.00956980399053,17.44438836021359,13.715697652796361,0.01083126266436045,STARFORMING
18.41772719000951,21.370189790072224,15.391310257892098,15.086846817632821,15.786135653973545,0.07360211710724242,STARFORMING
14.080659752240448,15.626569313993409,15.374142065619973,12.328616956613848,14.2953036810749,0.4440923747335271,STARFORMING
15.343627902203139,20.247769985622305,17.23711271395585,12.736989397295675,16.434259842312223,0.0034930375827858795,STARFORMING
18.393722471738247,17.7663363795178,19.97135282202968,15.0315695467213,10.955589390148292,0.06182778613263347,STARFORMING
19.47693315999082,17.9981916322755,16.247058403682185,14.191075424151792,13.302449477986261,0.048787489991643763,STARFORMING
18.34273656237994,13.615458336713342,15.566536421687077,12.374174046483521,13.85637371429793,0.04149192796520186,STARFORMING
17.768703435223518,16.659228469223606,15.481556373991815,11.61192143754919,8.655585231057302,0.04032629502886109,STARFORMING
17.397792608821423,15.37435281932687,16.248769533815427,13.306561344146989,11.82809453284293,0.2253916427885918,STARFORMING
15.042956019265144,18.656117629786618,14.343412479303202,15.387618016662236,12.372801491282427,0.0019158507998133806,STARFORMING
16.560311583210584,19.14216100080561,16.240397117492112,14.987198494793724,15.8964119896467,0.14912833341643933,STARFORMING
17.078722458080424,12.851027297967377,16.9016246726636,13.997524084999844,12.5863133073708,0.029160064511362067,STARFORMING
20.11424445243783,16.95593027199146,16.419372127148975,15.403774388582965,12.363842025388045,0.048336531764937934,STARFORMING
18.687236579136922,19.243723009588503,16.915083868009564,17.080053439725376,15.634971561312383,0.05449856792794925,STARFORMING
14.473919689274531,16.62664207537311,16.86749521869707,15.788253020868297,10.764178708419891,0.03634575425212947,STARFORMING
18.64816793878959,18.45812729000473,12.456206635507112,14.75738265722084,9.857511865112855,0.009822918397368544,STARFORMING
17.229835439167367,17.702330935254167,17.273740316790807,16.856144013321376,13.276815399861308,0.012141181665850202,STARFORMING
16.646155999388082,17.683320463905254,14.657970308675093,13.08029939556741,11.10458646384329,0.035400867884559935,STARFORMING
19.223352577681737,16.457370043863406,13.808321673992085,14.550160920889297,11.180641410680701,0.17248995670723083,STARBURST
20.0619990449919,14.56683839172858,13.791096344290008,14.597824128799264,15.146867583375965,0.014459540546593846,STARFORMING
19.862560238232398,14.756939705149945,16.86708322094506,12.526093483114309,15.751947675825159,0.13572787477221185,STARBURST
16.321564953554724,18.418705028910633,15.554850145550294,14.160251675431285,15.57772843170425,0.03408996443434849,STARFORMING
17.381575248297573,17.038916511037765,12.636062432029178,10.850080638209395,16.217553320614467,0.21495630651013362,STARFORMING
18.662526862807127,16.72297551078555,16.956075630384568,18.824356095325907,16.482268640029602,0.055919071024486844,STARFORMING
19.95109025424472,16.152219915355296,13.120783738402345,13.125172423127374,9.742819582346138,0.01884080177324632,STARFORMING
17.04165152430942,16.389622309038497,16.27964271703642,18.172228262842623,14.900823919858933,0.4257648513451899,STARBURST
17.628682046672367,19.093823588976278,16.47699785134611,15.076169011438985,12.940783600860883,0.01943550933207354,STARFORMING
15.787330051987944,16.329511836263947,17.77115416339009,16.129728264311918,12.505151508019129,0.08384500343053963,STARFORMING
15.607586751838658,14.317870573396863,19.563369572933702,14.022400403298137,15.120829264417411,0.08423120922352625,STARBURST
19.625051644788396,18.487303551080345,13.270647348198917,15.41585938392335,10.539409040208497,0.04665112565690601,STARFORMING
20.712480057141647,16.590246672270567,15.8950522878739,16.300979279976872,10.49778278825536,0.3025956303522543,STARBURST
17.855979756839332,17.062791731065552,15.447329409911566,16.329104828788363,15.267145488163434,0.185709550773316,STARBURST
20.007065795784047,20.21515661279902,16.867499371921923,16.549546780148713,14.975572035021795,0.17708959979919675,STARBURST
18.723272050095268,16.958878885298986,16.431337541867236,14.263334579921647,14.27346531174302,0.3655519552377246,STARFORMING
16.70976049078975,17.57836734623745,15.29490751452676,14.03928065501729,12.240173190553726,0.06108473388013063,STARFORMING
18.722791211016826,14.642153017403349,15.11819562277829,11.811647349464792,15.487659269164249,0.010223847831443951,STARFORMING
21.07607313293194,16.56066109529808,13.767098289631905,16.046438022353872,15.360605784120953,0.14501117575828248,STARBURST
17.928347921780098,18.219052090417204,17.97572316481302,17.164757422646886,14.170609030094909,0.047934727256533326,STARFORMING
21.129287311628012,13.889252532317515,16.91840836319906,18.23196335983586,11.645357917460457,0.02111472354654162,STARFORMING
12.76050979182051,17.40169018623142,17.835536395590275,15.610345269161016,13.149503308540986,0.06601909391083738,STARBURST
19.643805008750448,17.201582145289613,15.379207727048973,13.467040454182861,15.675667355048885,0.25998992745213817,STARBURST
18.17409413647634,17.082574911174877,14.68632906261114,11.60580771342109,16.654382445603574,0.018796587886978022,STARFORMING
17.401985299068265,19.074317797316485,13.843369866741543,17.0833334661667,13.346926793247343,0.1888482827615326,STARBURST
18.183521553071003,17.668877029697043,16.71783516748132,11.407446866444928,13.500654064383475,0.05416370266235172,STARFORMING
14.024862170798215,19.956143796712887,13.92041355094353,14.318791844512466,13.676621783949878,0.014711115964596753,STARFORMING
17.560656224324976,15.012820968811928,19.6973261379331,14.551386344112709,14.549786017821944,0.18863930842790688,STARFORMING
18.714225143023494,17.271849134436696,13.384714837813119,14.861089724297962,12.837865399879952,0.34939820126685106,STARBURST
20.955788089483033,17.168933572779896,16.547320238425005,15.07160520007168,8.211629884856833,0.034428165305871616,STARFORMING
16.963459563452705,14.86149101248984,19.13370941442757,15.27629511273515,16.385538003294194,0.03617394754009634,STARFORMING
16.383012794213624,18.912590004182693,17.198179518527617,10.16927347584294,17.5893778943251,0.04951917767787595,STARFORMING
16.996485912830927,21.649346611705635,16.351347424983558,15.029311819740254,12.775200280788575,0.16827097352009804,STARFORMING
19.83080423540415,16.965987851032338,14.063032706076209,10.540848851776246,11.866693262162451,0.0010471835519986045,STARFORMING
18.65750221931937,18.010042176547532,13.236461622864592,16.46443614618199,13.725798955219556,0.02535467703373509,STARFORMING
16.940479592465923,17.169036951630655,17.54010021783517,13.889749688392776,13.624992232542454,0.12238347911453662,STARFORMING
19.02653486622671,15.572830660185648,19.012294481549894,10.6859265495533,15.99103715432592,0.052026915804620814,STARFORMING
18.19415509869608,13.358479444395968,15.122300019043657,13.371590645229249,14.109278883290076,0.04009188922776171,STARFORMING
19.937289981065778,15.58845303380927,13.721876984767299,13.859849321630692,12.414754339257634,0.2057937530417501,STARFORMING
16.595893812245293,14.216083238096537,11.083661138901963,17.38139923511001,11.363181098883903,0.24929459200536774,STARBURST
17.344675706804463,20.408204156118234,14.038470312674924,15.39327548350049,15.731268369639347,0.29562465794765524,STARBURST
17.215783693735684,16.76978061215352,15.77268631500192,15.68888988870116,15.199022482328498,0.03182107430421864,STARFORMING
15.072970103735763,16.30816134190566,19.19824648167347,17.3624432684412,16.12111975618364,0.2436260605021636,STARFORMING
18.59224055412915,18.778307649575613,17.346267384465936,14.807711424151021,12.063626498557813,0.13354702847616015,STARFORMING
18.52211054435978,14.756497794288224,16.610170809413507,16.508375922064808,17.676873799056658,0.01674897914197115,STARBURST
18.01022691328492,15.466271923990895,15.199760677397737,16.367722227863982,10.512610985885527,0.09423011599418293,STARBURST
17.530825733249706,17.13614453849724,14.833668565488088,12.427061012861175,15.41920204280296,0.002668779142627689,STARFORMING
15.169258515899172,19.05753798284696,18.811295195015926,17.94596715525966,10.180834465606196,0.12322973700308221,STARFORMING
17.15870935446928,18.003370090337576,16.40147708151678,12.159396439858611,12.419337236603065,0.13226344357756115,STARBURST
17.314570966946462,17.496650285031766,11.794798616157955,16.834733298955697,17.122045860895916,0.1557502739920635,STARBURST
16.39544546155676,17.156235470472033,14.652920704205513,11.965853926188736,15.662728508951979,0.018937644907439096,STARFORMING
17.67742857666798,17.80047171105355,14.283567936456746,16.202473576303348,12.907559169025635,0.09895335347919348,STARFORMING
18.80810171362908,17.40330581025851,14.90747198164507,18.723829756300347,12.962325914356624,0.01970576230435583,STARFORMING
21.77237180242106,14.940055450446128,17.12582132057017,14.574042686899578,14.201244221670883,0.29308828642941864,STARBURST
18.349155625663677,17.092158443266303,15.785110236411501,14.487288714293708,15.028281981521445,0.11239629977500486,STARBURST
18.51510078144553,14.852622682164494,15.846269185992677,16.2208799986337,16.50315876536539,0.010018045316002647,STARFORMING
17.851108168467665,17.162165085801647,18.626946322650472,14.341207088074913,13.087531990783011,0.020706381352373807,STARFORMING
14.162457569401917,16.038704117023517,14.607077820426623,18.636557407485643,10.776429873025597,0.10890385578180824,STARFORMING
17.946972249101567,22.078763245565725,19.728399051774698,15.384384498917392,14.313937254097521,0.0647543986837103,STARFORMING
18.120460419882054,16.920211232496577,14.657384817257828,14.359660983558548,13.08513832498321,0.13329343354947415,STARBURST
22.926484224970572,14.191520867476822,16.178396393225142,13.919428944208633,11.398732590503105,0.03296002215934737,STARFORMING
17.615278070437753,16.73163957864615,15.437592809194467,13.13410305965396,14.595337830625589,0.10727034506541822,STARBURST
18.603094684667226,18.038717491275776,16.246838267001923,13.744490026485021,13.573772491814422,0.019475068097130274,STARFORMING
17.930576460589513,20.346727892305047,16.889183990146257,14.298653212682806,14.61302441293959,0.07846272838746832,STARBURST
15.662643924760935,15.821095200122564,16.867670480177754,14.02472185300284,12.211111599625639,0.3165325379076731,STARBURST
20.285645629030043,13.835144051952721,14.49376533875884,13.683649451725792,14.973421060650997,0.09894590018543364,STARFORMING
19.503866065373547,18.633674022861964,13.754170645104859,19.19768246070488,11.365803606490044,0.005128657599424161,STARFORMING
19.582063894086094,14.238802588200699,21.00634358181142,12.93980984702102,12.344537220606833,0.4488466642696374,STARBURST
16.18122509041052,16.12768911698503,15.032031320798893,15.29326517529235,13.514171537825444,0.017062976848380415,STARFORMING
20.805588621872197,16.48475902897801,17.398424877343974,16.185042019521745,17.48363682991943,0.12660932830976568,STARBURST
15.196297874415439,16.860733093399784,12.784717378953607,16.260215991167467,15.569650737096987,0.0760420187000588,STARFORMING
19.17371418760054,18.37832891414867,15.440774560190647,14.882785848435056,16.15438500853558,0.03486510612784926,STARFORMING
22.380911251619956,15.632731435427225,15.745601232035114,14.51859485630538,16.83415406668629,0.019517641002972576,STARFORMING
16.01892734973862,16.45254149566648,16.945630139855666,15.903094982479013,21.205664271621746,0.01956528622091236,STARFORMING
16.867404540794457,16.971459294101223,10.555091718016122,15.533043299956402,14.083178135116867,0.1954746846370253,STARBURST
18.199302730175283,17.299195915037576,16.33228122615666,14.482082330464973,16.840801846259712,0.20628795648270992,STARBURST
16.9930486917676,17.195654349415847,13.700517089264213,11.876242856551139,16.02527050880388,0.0625760572122511,STARFORMING
14.898673137867736,17.87201155044516,16.64869142238985,14.064152555333505,15.992065006615052,0.010939248081030311,STARBURST
18.137125949612056,18.687679019283475,13.927341606323674,12.706899672585084,17.54847923608036,0.2155589410766257,STARFORMING
15.87539257254779,17.785268231301934,14.289034608148837,13.665680899867347,13.161373938031048,0.06675115711213113,STARBURST
18.94718486127036,17.907171047018437,15.452744779213464,15.066446477033919,13.002629952127242,0.05776109744546733,STARFORMING
16.161151531532393,13.835553666507044,13.895341060793609,15.717472287993232,14.639531026963724,0.05231631261171346,STARFORMING
21.09986881003508,17.10045539833136,15.04893110652929,18.560905502584813,13.634600456156226,0.045415260137668265,STARFORMING
16.433493415327526,17.959015096003217,13.613248462913369,13.925187242192372,14.637001705996346,0.07465593573701725,STARFORMING
17.35587696758865,18.4578823891409,12.333659096602545,16.5492512705503,17.125497570106024,0.09277087364282047,STARFORMING
19.62703443473934,15.61529845153241,18.03591410485872,15.611920048875673,13.043706554587443,0.06281691377254801,STARBURST
15.53827136713209,15.68192145022271,13.407902614352142,17.591995341279578,13.39064207481254,0.22696162228627018,STARBURST
18.454919869208258,15.851798649432803,15.642638224784033,16.152457439191252,14.348622007053153,0.03822290121079136,STARFORMING
20.614285508564855,18.072827799782686,17.50578216298757,12.983037145427367,13.54336314794966,0.08634892352641758,STARFORMING
14.785033530877545,19.067762109848417,14.770111794967914,11.553907941417538,10.171988343973025,0.03566091178110127,STARFORMING
18.36926771706461,16.185079785416796,14.349668200508924,15.622523399335009,12.839744714602121,0.13997850477651322,STARBURST
18.519765588496846,18.8159246272541,16.452476177334844,13.943098004199218,15.37474648447501,0.0107720074259407,STARFORMING
19.56364574355462,17.24695961832919,18.235867645454306,13.039372508098806,16.875093501865294,0.020911614304217133,STARFORMING
15.526098578243836,16.751428445675128,13.661369469827061,12.464844590933845,11.690762864924547,0.16154630769726944,STARBURST
15.359086773831446,16.57723154036406,15.699704335965123,15.32195099517431,11.681435201538314,0.02023580679875563,STARFORMING
19.043883131233795,18.493222729204316,12.535010810065344,18.01541539862673,14.06046760543467,0.09828214927233508,STARFORMING
18.593969346466373,17.65115563357414,15.21359799263562,14.182655308587917,9.848809870244327,0.3514706067149236,STARBURST
18.500985700691754,21.551650855295275,16.06840936907615,16.180540622150644,13.110059594025746,0.07400094931385387,STARBURST
18.69289641899395,15.295550714005351,14.29075071648987,14.795467299564814,10.527915880897213,0.020751192224101336,STARFORMING
16.63995055684302,18.03620340405995,15.086016332349537,12.421235821793214,16.73812259968493,0.038667924120333125,STARBURST
18.464507394322005,15.941597980376974,13.183546463385099,16.469622687020834,12.46133769129919,0.17341969036424432,STARBURST
18.58614494659736,15.261426026022713,16.154157222762986,12.810615911945257,17.305668372678056,0.04333414372719979,STARFORMING
16.571297163947264,16.978265725930054,18.1113884977663,15.043253261187129,16.227042706916677,0.12855855403457614,STARFORMING
21.731549022289514,17.274704958814073,13.805712260459073,14.31695916998939,12.707365404605167,0.15021545296488253,STARFORMING
18.947665841823575,22.836347110120187,14.754656466895234,16.786154869131384,11.856080726307844,0.06955156777265407,STARFORMING
15.617393005594703,16.631708368633596,17.005092492908364,12.883698015058627,13.612908501664823,0.1528841747329721,STARFORMING
19.31310721726766,14.739642541030634,18.424181438645473,15.78173981560392,13.790706751483594,0.038111841548005516,STARBURST
16.050636659545358,17.54602143498877,13.013620375582137,13.320405185302597,14.692293887904803,0.07260002752651315,STARFORMING
19.574169207484903,12.850719924907263,15.662430525168102,13.97778957534243,12.446913420939643,0.11601417861722901,STARBURST
20.317191158014808,16.81608643479147,16.56626164463905,7.729599544919796,15.492789747044405,0.0184010759459042,STARFORMING
16.358635363296578,17.03205056459032,15.795887218742305,19.184197143235817,14.5306561099998,0.03196846935925742,STARFORMING
19.926752258488644,18.58920076589042,11.046415866245827,16.101113865652465,13.319209686568271,0.10556579869053616,STARBURST
18.825561853872998,18.947244498855692,17.002180018617544,13.465305028123671,12.575918689163954,0.10652552327090248,STARBURST
19.64412031998898,15.992860762184565,19.038672702181287,12.750688623334012,13.630230033802627,0.06798413894327579,STARFORMING
21.793585965307894,16.698771970740133,16.233323502339008,14.00870249424132,12.366197496344862,0.15876047832094153,STARBURST
17.50922376799426,15.467758338778658,13.937787893411473,16.433759069638903,14.116877389767176,0.06578860307664179,STARFORMING
16.49252767128502,14.743874890384612,14.973745507271435,11.215830148830149,14.17087737043982,0.21313435721621038,STARBURST
16.220971140748954,17.61978955876127,19.539826135311188,14.716831161411324,14.52341456695268,0.1331440450569738,STARFORMING
16.368379430069123,14.452828902806802,17.819925081721117,18.541283744925348,17.532484819343708,0.037789108487393176,STARFORMING
17.845796581171793,16.170746198856275,17.28005323676866,12.73210732806439,13.735110560600855,0.05029467578472552,STARFORMING
18.682303949633287,15.009652080201525,16.71282516706875,15.16077007752731,16.009195734248966,0.1101677037526399,STARBURST
18.55338159866004,18.09936637258052,14.677725775618056,19.406619630515515,14.459174793951403,0.2248595316208223,STARBURST
19.654366498072047,20.602860198532976,15.598857638688463,16.264303259381546,13.523511396203093,0.01968774610740953,STARFORMING
18.026003783755815,14.396824034393337,15.844154528642969,15.25184764097091,13.761681460097533,0.07229128940146176,STARBURST
20.907068154314633,13.293963034204861,17.099148632128887,16.013272909818006,13.8823471816639,0.01264529852773742,STARFORMING
17.47068633352409,16.750226229299866,19.017837788533807,14.198269329980596,14.559535415456432,0.03277476244248134,STARFORMING
23.440338333179238,17.031395591915516,18.236676273586255,17.59926257060688,12.08135846956206,0.11583029295277886,STARFORMING
19.251334695530012,17.437318613514595,13.161231288407919,14.201339954199575,11.069319233110066,0.008092228257165643,STARFORMING
16.285684887167434,16.10735896953131,16.4479899378021,11.081636782528046,15.30859478694855,0.10857708398068665,STARFORMING
15.858215003877776,16.598721402349135,17.473526690335795,14.217393792119081,15.796247665162518,0.23107293772790888,STARFORMING
18.96494483048637,17.735020821081203,17.23772066028927,13.066530940246594,15.491271665605606,0.34857848592751833,STARBURST
17.5530744293483,19.080861785289677,14.741532473225162,14.437611975605142,14.309944037112945,0.024415296278912483,STARFORMING
19.428000988184184,13.089902459363435,21.828218431536722,14.481831881838739,15.534449254906578,0.1381895875089367,STARFORMING
18.94647524914709,16.262121121937074,13.445830875337762,17.394846399609815,15.426858052034284,0.2608708821678613,STARBURST
17.854342174686256,17.42761758788213,13.8336231066679,16.39058545332877,15.57525871790991,0.009581654992241567,STARFORMING
16.30641256386319,15.164047790778529,16.467190162523153,15.526530975150793,12.280918357315773,0.05344757777409296,STARFORMING
14.970305550628272,20.4623392635346,20.233606109927706,14.99410917733481,11.806096405690738,0.25183778138861096,STARBURST
17.106970095865957,15.729180239542526,14.327610298591658,12.882283982284012,13.222861506495459,0.022663400869775696,STARFORMING
19.712797588646943,16.917414625985433,15.468343268706015,10.637649524668646,13.965231780914689,0.27144810918424994,STARBURST
18.42818748826041,18.112044193684582,18.154587346031384,15.226320022785567,13.516157745735422,0.07490660429119536,STARFORMING
15.508522442576023,15.81743042239621,15.964275690224532,16.58928240714732,10.24661933732425,0.010524172553315888,STARBURST
18.346361851702365,13.306853904391165,15.330792290939408,14.783332233510821,17.443385224270283,0.059761396518538436,STARFORMING
18.770634759457675,16.142690946166933,17.13126580377344,13.930291354426599,13.45190802222853,0.039491277354569504,STARBURST
16.232285127597734,19.05888111185408,16.545035980459186,15.929004330428425,14.345408833153908,0.03315700965403858,STARFORMING
18.307450211891055,16.326209746429722,18.060877571273583,14.833335598751306,16.48909798152612,0.07797417185488793,STARFORMING
18.116417436892,15.307131397082042,18.582937778130727,18.371488383947923,9.310055460957589,0.06608594658725428,STARFORMING
15.714059404338753,18.851344419005443,16.614006120010725,17.46545668413657,12.976612256176576,0.06577166403154378,STARFORMING
18.715574720696566,16.338450207953894,16.583465450756616,16.91901611404666,13.225765452840392,0.009227070789602157,STARFORMING
19.12156905273647,15.979678372699565,16.428221964572266,16.515468228419806,13.327379909098712,0.1621096515741206,STARBURST
20.166102486350553,17.29891217932662,16.978261113298576,12.419665171097087,13.653026818572094,0.06566982193101416,STARFORMING
20.107604104069807,18.541500419237575,16.11034127574293,16.3259874041052,16.89426959688969,0.1719843514844126,STARBURST
15.244661264085817,21.76342706346509,15.998783035355421,15.75265191529315,15.346917751454445,0.17406556496301356,STARFORMING
16.124349920169756,18.654472215314847,18.393254241654486,16.212849456782326,15.916070537257658,0.038145857205552594,STARFORMING
19.03007053441732,19.319679932776687,19.032232360710086,15.985218973626106,14.094240543621847,0.00043557764432723207,STARBURST
19.027571901824416,15.98806760202429,12.984894110733158,15.90552517569613,11.201253907708997,0.24218831471153904,STARBURST
19.030095372612095,14.948263788061048,16.020042303481137,20.40173293909919,9.840605929707987,0.14300151074906453,STARBURST
25.70546298130944,17.124662699238247,14.62261113310953,14.847628660096161,10.941184553536738,0.011345088441529774,STARFORMING
19.141781021386333,17.214339830519194,15.378057067027855,16.87267476165866,14.719531408332038,0.12097462184643817,STARBURST
20.271131280361196,14.842974517270806,16.805032419470642,14.058020379471994,14.06353942539527,0.002022645113907583,STARFORMING
19.908003526986406,16.649410940191974,17.33887674308494,16.581283167775343,13.579672704887985,0.002815163406456059,STARBURST
19.302782502611596,17.798635203438263,15.77574711277731,16.878639780464912,13.262846186519727,0.07461751145607103,STARFORMING
17.369461510719308,17.72078679003616,12.173319330554394,15.728852154270696,18.023443150885495,0.010096732346963809,STARFORMING
19.517938440986534,18.008575706768546,14.06990883884764,18.338493884753,12.354192818047052,0.33336281526511563,STARBURST
16.454349570924855,17.581929460274885,17.792999340400332,13.231447927279165,15.855638912232118,0.22427252496662597,STARFORMING
17.526362786519982,15.985982681459888,10.519147155930138,14.025558116663555,14.003825872041988,0.10492852150828656,STARBURST
17.02927290434179,15.972198746702313,18.374854303364,15.424760172046978,13.878120976428006,0.006582892224127639,STARFORMING
18.163748278772644,14.602097204012248,17.04245998128908,16.761613706968443,16.35327509723349,0.03927985553799644,STARFORMING
22.629317133347016,20.56955007837019,18.632352163060045,15.358859042589867,16.925060765382888,0.04647741236269597,STARFORMING
14.265469614816503,17.026900729238587,15.602861626238079,17.57151807302113,13.520901086230324,0.06556198924200439,STARFORMING
19.372520380749027,16.550293888410295,11.877189151954191,13.676620258067361,15.598405438484285,0.018500861250452024,STARFORMING
14.774568257620697,15.142415837095083,16.860725283012997,12.718843021022892,14.727782724300107,0.08615933894810474,STARBURST
17.056136268421135,22.871315804655556,18.549306248076682,15.616256673073009,14.01487427761983,0.05722944575016345,STARFORMING
20.177901193934733,14.853343935554209,17.849443611026842,14.845639447772607,14.408509885314052,0.29430822044659544,STARFORMING
18.128560038190926,16.142304148787854,14.67461703302393,16.08572744071644,12.623982370310324,0.27519273206619954,STARBURST
15.844510444141388,17.831673672572123,16.173522150925294,14.945195418266993,13.38780121333783,0.08334993943929654,STARFORMING
16.569392581480063,18.200425931488557,14.934327462440152,14.319960418753086,12.838729440494587,0.10338063107736661,STARBURST
19.35919549786935,18.915864110431368,14.361467071621256,14.850124856552553,15.80275343285784,0.014826391991774322,STARFORMING
16.539266736565725,20.615217015538526,17.910777142359702,15.05769778958637,13.809597768917875,0.02527310239734676,STARFORMING
18.43291717916395,18.012315310921423,13.604935377469676,14.390037400303338,11.404571950769924,0.23097648478790866,STARBURST
18.091143679807626,14.887938400066664,14.212367138836775,14.593735907353144,12.553125553673825,0.12011964050775191,STARBURST
16.696799304788367,16.486109749756437,13.791948733055229,14.19281332602618,7.6014707095756435,0.02100178184834152,STARFORMING
22.28788817865065,17.61566474502777,13.019504953401906,16.713330239738813,13.011014796235703,0.08444592738262824,STARFORMING
19.267838044636022,21.136452083011648,16.292828583685207,15.388042009011599,14.075290130194299,0.27297016689398307,STARBURST
13.949714826684787,14.204389043151405,18.32300609696395,19.513504944337534,13.727728302266053,0.04233813082551214,STARFORMING
18.372908629538856,19.405153010450455,15.630246487509469,15.321409102556924,17.960308703062786,0.02055742684279236,STARFORMING
16.676427070463223,17.359828739092833,12.988504398871667,13.898285059342676,15.149812081830074,0.28477481722055203,STARBURST
19.704866669592448,18.67566107045896,17.679889079484056,20.34135074972613,15.060903706178301,0.06185321489536401,STARFORMING
16.414958523134597,16.796010566728135,19.371403508069942,15.82725275542867,10.713461930859445,0.05399832708521073,STARFORMING
17.7705271170662,15.315134739747347,14.70751535170681,16.980249573785635,13.270715891765734,0.031138368263071592,STARFORMING
19.009974557960913,18.501745558802664,15.042891466564564,16.18420596640498,13.026674385352608,0.2221791543707813,STARBURST
19.731510388340244,18.308862054211243,17.031321260166788,16.246022058595496,12.427837602383985,0.1868317241132598,STARBURST
15.599407185888447,18.944113931479443,19.2437474955701,16.071308102704947,12.400238668973307,0.05158220843733679,STARFORMING
17.330997528318104,16.97339072924273,14.960331708549548,12.795830870447869,10.383754092116753,0.0031091654753903453,STARFORMING
17.050109377678087,15.8003559533603,13.33510043800359,15.735058095122824,11.448293590637343,0.059176715144887704,STARFORMING
16.693341534852575,13.882426009952317,17.262837212544813,12.350277392299521,15.748186805529897,0.019949784822539347,STARFORMING
21.530908480562193,18.638746536278813,17.5981361462846,14.651274327174931,13.714170616013636,0.015400710530826756,STARFORMING
18.80996342192191,17.847778964887972,16.012262900870454,13.548765086873425,12.987195163451332,0.049938072040139746,STARFORMING
